iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	AB_coal_stats_total	AB_num_coals_total	root_coal_stats_total	root_num_coals_total	A__pop_coal_stats_total	A__pop_num_coals_total	B__pop_coal_stats_total	B__pop_num_coals_total	C__pop_coal_stats_total	C__pop_num_coals_total	AB__pop_coal_stats_total	AB__pop_num_coals_total	root__pop_coal_stats_total	root__pop_num_coals_total	
0	0.01405046337746218218511806696824351	138	0.01287842594684314098674171589209436	117	0.01581705569224796034677460454531683	150	0.05963338854131234462174759869412810	290	0.14885720771736207779234462122985860	450	0.01405046337746218912401197087547189	138	0.01287842594684314792563561979932274	117	0.01581705569224797075511546040615940	150	0.00223975476686104563520118837516293	35	0.00057759938683187516360317825814263	10	
1	0.01180506557735879445691917766225743	140	0.01141528496082911889319966292077879	118	0.01585400141971596982282122212382092	150	0.05135776245529925093658007995145454	290	0.13567587889976118198376298096263781	450	0.01180506557735879792636612961587161	140	0.01141528496082910675013533108312913	118	0.01585400141971601145618464556719118	150	0.00170890802945649050020859860410383	32	0.00112673206042666093455728582028996	10	
2	0.01240566024380498899581937166658463	139	0.01100762872413247120406687429294834	116	0.01787899236557720719642539108917845	150	0.05276559251982915893508518934140739	290	0.14357441412765575838861309421190526	450	0.01240566024380498552637241971297044	139	0.01100762872413246599989644636252706	116	0.01787899236557723842144795867170615	150	0.00229605862694630229181580460817713	35	0.00064112077931612965545071780582020	10	
3	0.01400965154587649127981840990742057	137	0.01141673398860513534425198400867885	115	0.01766948385556924364103714708562620	150	0.05632823805757205398725417921923508	290	0.14905295652341274403873683240817627	450	0.01400965154587647913675407806977091	137	0.01141673398860512840535808010145047	115	0.01766948385556926098827190685369715	150	0.00229459805098771547557379157922242	38	0.00108170457802418771425800869678824	10	
4	0.01235475420520734668450302251585526	138	0.01183501217728763661718449640147810	117	0.01662858995993176519645473376840528	150	0.05462945981080340879243451013280719	290	0.14159398353576668760922530054813251	450	0.01235475420520732413309783481736304	138	0.01183501217728764182135492433189938	117	0.01662858995993176866590168572201947	150	0.00302909513946229575626079011385627	35	0.00123065289181696190662362866419244	10	
5	0.01292790455977344855897914754905287	138	0.01327200810906207367745324177121802	117	0.01776945896988032722041417343916692	149	0.05791899500256100785655632989801234	290	0.15021615977090907456670265673892573	450	0.01292790455977345029370262352585996	138	0.01327200810906207194272976579441092	117	0.01776945896988031334262636562471016	149	0.00229796737029613938954608620690578	35	0.00082938762278134960884840021222431	11	
6	0.01340175763912703453539787545878426	138	0.01034463095845287484986219084248660	123	0.01796020182221715749681933971260150	150	0.05251696418560992257740238642327313	290	0.14267558875058192202622819877433358	450	0.01340175763912704494373873131962682	138	0.01034463095845288352347957072652207	123	0.01796020182221716790516019557344407	150	0.00199146620654115169904430082681301	29	0.00059735712769127678918590351742068	10	
7	0.01304407144238538956981798833112407	137	0.01215353513784526474916791727309828	121	0.01776010131635600078348069530420617	150	0.05622107481630946729245223991711100	290	0.14760283844986843426738687412580475	450	0.01304407144238542079484055591365177	137	0.01215353513784528209640267704116923	121	0.01776010131635600078348069530420617	150	0.00194625682879646737764856023744642	32	0.00079246787375059947466926502102069	10	
8	0.01314609637066802005911370088142576	137	0.01083145083498331974480866080057240	119	0.01731006780243149814624281646047166	150	0.05325958069264614264115564878920850	290	0.14216750661801991206800721556646749	450	0.01314609637066804434524236455672508	137	0.01083145083498332668370256470780078	119	0.01731006780243152243237148013577098	150	0.00206343604896455428895918338128013	34	0.00077938071044579668340823719319133	10	
9	0.01496614958148293449136101429530754	135	0.01139746860713367754280866961380525	119	0.01847040656012917392292393969910336	150	0.05904338798555203854379058725498908	290	0.15499390290563436201054514640418347	450	0.01496614958148295183859577406337849	135	0.01139746860713367927753214559061234	119	0.01847040656012921555628736314247362	150	0.00291921846835451002238892570517237	36	0.00083692990990452947180910925339958	10	
10	0.01449574141448486605532330884216208	134	0.01252994877157334249750952892554778	117	0.02139661041335209901159686296523432	150	0.06075363145960257366118284494405088	290	0.16587160124710659259150702382612508	450	0.01449574141448487993311111665661883	134	0.01252994877157334596695648087916197	117	0.02139661041335207819491515124354919	150	0.00313904965559242896122604804531875	39	0.00072551488768393516699123368951518	10	
11	0.01454627311307380571614444875194749	136	0.01172684213433361141709632136098662	118	0.02172432100657496756301867435468012	149	0.05849598019350660954573939420697570	290	0.16306943913165330983794376606965670	450	0.01454627311307381785920878058959715	136	0.01172684213433363049905455710586466	118	0.02172432100657493286854915481853823	149	0.00277829521832682023452232300542164	36	0.00077744456892924927119553624166315	11	
12	0.01404929301173385089440692752305040	135	0.01299244421211149733141887452347873	118	0.01876119097324680656813100654289883	150	0.06139829501391209920502234353989479	290	0.16033116088359480877478802085533971	450	0.01404929301173386824164168729112134	135	0.01299244421211151294393015831474258	118	0.01876119097324680309868405458928464	150	0.00350764806345937787263045137819972	37	0.00156283038092675029100131478543290	10	
13	0.01271498659243023784948256604820926	137	0.01317245129816613236073408188531175	116	0.01980100106334539700192465261352481	150	0.05836903692191986597892494614825409	290	0.15819439368452939409515067836764501	450	0.01271498659243025172727037386266602	137	0.01317245129816615838158622153741817	116	0.01980100106334540394081855652075319	150	0.00340426405650450653039840176461439	37	0.00061872661775359393682149899973410	10	
14	0.01408290733293402798020910182685839	136	0.01321347860548110347833627997715666	112	0.01800595306708190762590149347488477	150	0.06123451017362692427870030087433406	290	0.15639841044782420986791748873656616	450	0.01408290733293403838854995768770095	136	0.01321347860548112256029451572203470	112	0.01800595306708193191203015715018410	150	0.00304395203841727060925514969369488	42	0.00083451469113159885016700600957051	10	
15	0.01495384340168564273054752078451202	133	0.01433718766586280536634578908206095	114	0.01919531031318829489284993883302377	150	0.06636788838406346147102965460362611	290	0.16935020746065262975399434708378976	450	0.01495384340168565313888837664535458	133	0.01433718766586279322328145724441129	114	0.01919531031318828448450908297218120	150	0.00419172527721953756818518144200425	43	0.00052145011637866529354001787766038	10	
16	0.01587366091906893678098455779945652	131	0.01269987770653302830425879221820651	117	0.01887267882676840410893781552204018	150	0.06496908207453615247128908549711923	289	0.16647598576149730265072435031470377	450	0.01587366091906894371987846170668490	131	0.01269987770653301616119446038055685	117	0.01887267882676838676170305575396924	150	0.00431596826728627373098712283194800	41	0.00070789720019398083387940356914214	11	
17	0.01701453683104612452092752050702984	131	0.01198919070171105757949270298468036	116	0.01977125929891804939630972626218863	150	0.06514273151732161148963484720297856	290	0.16823591917660341010787306004203856	450	0.01701453683104614880705618418232916	131	0.01198919070171105411004575103106617	116	0.01977125929891801470184020672604674	150	0.00409373279523428737491919093827164	43	0.00046765325326707051336108666994562	10	
18	0.01666453078948037375139890059472236	129	0.01084026842142932905987962044491724	118	0.01917233848963487488625823118582048	150	0.06251013285585406420441501040841104	290	0.16267998492271323884850176000327338	450	0.01666453078948040497642146817725006	129	0.01084026842142932212098571653768886	118	0.01917233848963484713068261555690697	150	0.00418838563315484125465504305907416	43	0.00101274045689072190838675435742289	10	
19	0.01566886927736069190508771953318501	132	0.01130501275942233027627104036128003	117	0.02023238359739393255054551445937250	150	0.06131431548708991818852354072078015	290	0.16308929039057484811081621955963783	450	0.01566886927736072659955723906932690	132	0.01130501275942232680682408840766584	117	0.02023238359739392561165161055214412	150	0.00430535925770414700658461626403550	41	0.00041263236599441420774866950971216	10	
20	0.01609611370240146208110409986602463	129	0.01155528946382742422338552046312543	116	0.02070217639358709962871252230343089	150	0.06256615317876411397346458898027777	290	0.16747850637317338029497193474526284	450	0.01609611370240144820331629205156787	129	0.01155528946382741728449161655589705	116	0.02070217639358709268981861839620251	150	0.00369518635827753875663925775540974	45	0.00065956766424750336470783640407944	10	
21	0.01651679927704845229907704151628423	131	0.01101186285553591714947430091342540	115	0.02055718327926575952901977473175066	149	0.06235927775548962687102161339680606	290	0.16571072281023702110758222261210904	450	0.01651679927704844536018313760905585	131	0.01101186285553590327168649309896864	115	0.02055718327926576646791367863897904	149	0.00423555771411831399886338545002218	44	0.00054893308632787403238129098070885	11	
22	0.01440570277673034089993553408248772	133	0.01239871116976825823896568579129962	115	0.02315197367087155552733968022494082	149	0.06148301128316607105928071064226970	289	0.17287069408349159393978311527462211	450	0.01440570277673032355270077431441678	133	0.01239871116976825303479525786087834	115	0.02315197367087153124121101654964150	149	0.00486452202487220111692955981652631	41	0.00164017770041338119789420257887969	12	
23	0.01441736032143044882181115440289432	137	0.00928261087328178906286080263043914	118	0.02466251088337653024629148035273829	149	0.05399158852441075795436375983626931	290	0.16371818673852064907059400411526440	450	0.01441736032143042627040596670440209	137	0.00928261087328178038924342274640367	118	0.02466251088337653024629148035273829	149	0.00341433469450202510542258238501745	35	0.00105853732571496196579463600073723	11	
24	0.01449367859133532561444202002576276	134	0.00960291403049213197762323801498496	118	0.01953021463432429508100263149117382	150	0.05486347934612673116205883161455858	290	0.15168878834276611211606677898089401	450	0.01449367859133530306303683232727053	134	0.00960291403049212156928238215414240	118	0.01953021463432429161155567953755963	150	0.00393691071035287640939026587716398	38	0.00042001980373080759385839844100019	10	
25	0.01678226961404524764098766809183871	136	0.01182871058196628862024812889330860	119	0.02085381135898047716414893670844322	149	0.06413089989973028148817491000954760	290	0.17049456825761724609868963398184860	450	0.01678226961404525111043462004545290	136	0.01182871058196628688552465291650151	119	0.02085381135898047022525503280121484	149	0.00411349025015751278838704863005660	35	0.00082636196176975266342035197908444	11	
26	0.01723249699850756475050239657775819	136	0.01127777213443643955503858933298034	119	0.02125832529186742411719812650972017	149	0.06312178672933291267987954142881790	290	0.16983883128148982710747816327057080	450	0.01723249699850755434216154071691562	136	0.01127777213443641700363340163448811	119	0.02125832529186741023941031869526341	149	0.00362713910213438702964672266659818	35	0.00132261167453178525750534522131829	11	
27	0.01918254457961582337688355437421706	133	0.01284252649662452963608139100415428	120	0.02236264164095202316984156709622766	148	0.07150369590331222269252720025178860	290	0.18524321064366455757976837048772722	450	0.01918254457961581990743660242060287	133	0.01284252649662450014578229939843368	120	0.02236264164095198153647814365285740	148	0.00424019759630888271734194816531271	37	0.00044613870841736324003926061898540	12	
